start,end,shop,pos,equipment,reason,job,duration,note
2019-08-16 13:50:00,2019-08-16 14:15:00,ЛСБ,11,Лесотранспортёр с двусторонней сброской 1,,замена,0.42,роликов сбрасывателя
2019-08-17 12:00:00,2019-08-17 13:00:00,ЦЛП R250,600,Подъемный цепной конвейер,,фиксация,1.0,скользящих направляющих
2019-08-18 12:00:00,2019-08-18 14:25:00,ЛСБ,3,"Транспортёр отходов цепной, скребковый 1",,замена,2.42,направляющей цепи
2019-08-19 10:00:00,2019-08-19 10:20:00,ЛСБ,4,Грузовой стол 2,,замена,0.33,приводной цепи
2019-08-21 10:30:00,2019-08-21 11:20:00,ЦСС,2,"Лифт-подъёмник, порядный разделитель пакетов",,замена звена,0.83,тяговой цепи
2019-08-22 20:15:00,2019-08-22 20:30:00,ЛСБ,5,Питатель с механизмом сброса 2,,замена,0.25,болтов крепления подшипниковых опор сбрасывателя
2019-08-23 13:00:00,2019-08-23 20:00:00,ЦСС,17,Транспортёр оценочный (сортировочный) 2 с механизмом поштучной подачи доски,,замена,7.0,во время технологического простоя направляющих швеллеров
2019-08-23 13:00:00,2019-08-23 20:00:00,ЦСС,17,Транспортёр оценочный (сортировочный) 2 с механизмом поштучной подачи доски,,замена,7.0,во время технологического простоя скользящих направляющих
2019-08-24 09:00:00,2019-08-24 11:30:00,ЦТГ,550,Система сжатого воздуха (компрессор),,замена,2.5,маслянного фильтра
2019-08-24 09:00:00,2019-08-24 11:30:00,ЦТГ,550,Система сжатого воздуха (компрессор),,натяжка,2.5,приводных ремней
2019-08-24 09:00:00,2019-08-24 11:30:00,ЦТГ,550,Система сжатого воздуха (компрессор),,замена,2.5,масла
2019-08-24 09:00:00,2019-08-24 11:30:00,ЦТГ,550,Система сжатого воздуха (компрессор),,замена,2.5,воздушного фильтра
2019-08-24 09:00:00,2019-08-24 11:30:00,ЦТГ,550,Система сжатого воздуха (компрессор),,замена,2.5,сепаратора тонкой очистки
2019-08-25 10:00:00,2019-08-25 10:15:00,ЦСС,11,Транспортёр цепной отвода доски в накопители,,сварочные работы,0.25,работы вала сбрасывателя
2019-08-26 10:55:00,2019-08-26 11:20:00,ЦСС,11,Транспортёр цепной отвода доски в накопители,,сход,0.42,ролика с направляющего швеллера
2019-08-27 10:40:00,2019-08-27 11:40:00,ЛСБ,6,"Транспортёр отходов цепной, скребковый 2",,замена,1.0,работа одним грузовым столом скребка
2019-08-29 08:30:00,2019-08-29 11:40:00,ЦТГ,470,Ленточный конвейер,,замена,3.17,подшипниковых опор
2019-08-29 08:30:00,2019-08-29 11:40:00,ЦТГ,470,Ленточный конвейер,,наплавка,3.17,вала
2019-08-30 08:00:00,2019-08-30 08:40:00,ЛСБ,1,Грузовой стол 1,,снятие,0.67,
2019-08-30 08:00:00,2019-08-30 08:40:00,ЛСБ,1,Грузовой стол 1,,замена,0.67,вала
2019-08-31 22:00:00,2019-08-31 22:20:00,ЦСС,14,"Транспортёр цепной, наклонный подачи доски на разобщитель досок",,сварочные работы,0.33,работы
2019-09-01 02:00:00,2019-09-01 04:00:00,ЛСБ,12,Лесотранспортёр с двусторонней сброской 2,,замена звена,2.0,тяговой цепи
2019-09-02 12:40:00,2019-09-02 13:20:00,ЦЛП R250,230,Лесопильный агрегат HewSaw R250SE,,протяжка,0.67,соединений РВД
2019-09-04 09:20:00,2019-09-04 09:35:00,ЛСБ,12,Лесотранспортёр с двусторонней сброской 2,,замена,0.25,РВД
2019-09-06 09:00:00,2019-09-06 12:00:00,ЦТГ,110,Крутящийся шибер,,замена,3.0,подшипниковой опоры
2019-09-07 10:00:00,2019-09-07 10:15:00,ЦЛП R250,580,Цепные направляющие,,сварочные работы,0.25,работы
2019-09-08 10:00:00,2019-09-08 10:20:00,ЦСС,9,Транспортёр ленточный отвода отходов,,замена,0.33,болтов крепления моторредуктора
2019-09-09 14:50:00,2019-09-09 15:20:00,ЛСБ,12,Лесотранспортёр с двусторонней сброской 2,,замена,0.5,скользящей направляющей
2019-09-10 22:30:00,2019-09-10 23:30:00,ЦСС,11,Транспортёр цепной отвода доски в накопители,,выкручивание,1.0,заломышей
2019-09-10 22:30:00,2019-09-10 23:30:00,ЦСС,11,Транспортёр цепной отвода доски в накопители,,крепление,1.0,захвата доски
2019-09-12 12:00:00,2019-09-12 12:30:00,ЦСС,10,Транспортёр цепной поштучной подачи доски 2,,замена,0.5,во время технологического простоя пневмораспределителя механизма подъема 2-й пилы
2019-09-13 09:00:00,2019-09-13 10:00:00,ЛСБ,12,Лесотранспортёр с двусторонней сброской 2,,замена,1.0,гидрораспределителей
2019-09-15 18:10:00,2019-09-15 19:40:00,ЛСБ,3,"Транспортёр отходов цепной, скребковый 1",,замена звена,1.5,срезали скребок тяговых цепей
2019-09-16 08:00:00,2019-09-16 10:20:00,ЛСБ,3,"Транспортёр отходов цепной, скребковый 1",,установка,2.33,скребка
2019-09-17 11:55:00,2019-09-17 12:15:00,ЛСБ,12,Лесотранспортёр с двусторонней сброской 2,,замена,0.33,ролика сбрасывателя
2019-09-19 10:00:00,2019-09-19 10:30:00,ЦЛП R250,400,Скребковый конвейер,,натяжка,0.5,во время работы тяговых цепей
2019-09-20 12:00:00,2019-09-20 12:40:00,ЦЛП R250,770,Цепные направляющие,,натяжка,0.67,во время технологического простоя тяговых цепей
2019-09-24 12:00:00,2019-09-24 13:30:00,ЛСБ,10,Транспортер ленточный подачи бревен,,регулировка,1.5,транспортерной ленты
2019-09-25 08:00:00,2019-09-25 09:00:00,ЛСБ,7,"Транспортёр цепной, подачи брёвен 1",,замена,1.0,скользящей направляющей
2019-09-26 18:00:00,2019-09-26 18:30:00,ЛСБ,1,Грузовой стол 1,,тяговая,0.5,звездочка
2019-09-26 18:00:00,2019-09-26 18:30:00,ЛСБ,1,Грузовой стол 1,,сварочные работы,0.5,работы
2019-09-27 12:00:00,2019-09-27 12:30:00,ЛСБ,10,Транспортер ленточный подачи бревен,,установка,0.5,во время технологического простоя опорного ролика
2019-09-28 17:30:00,2019-09-28 18:10:00,ЛСБ,5,Питатель с механизмом сброса 2,,замена звена,0.67,тяговой цепи
2019-09-29 10:40:00,2019-09-29 11:00:00,ЛСБ,12,Лесотранспортёр с двусторонней сброской 2,,сварочные работы,0.33,работы
2019-09-29 10:40:00,2019-09-29 11:00:00,ЛСБ,12,Лесотранспортёр с двусторонней сброской 2,,карман,0.33,№ 28
2019-09-30 10:00:00,2019-09-30 10:40:00,ЛСБ,14,2 Маслостанция2 ЛТ-1,,замена,0.67,РВД
2019-10-04 10:00:00,2019-10-04 10:15:00,ЦЛП R250,90,Окорочный станок,,замена,0.25,во время технологического простоя приводных ремней подающего транспортера
2019-10-06 17:00:00,2019-10-06 17:30:00,ЦСС,11,Транспортёр цепной отвода доски в накопители,,сварочные работы,0.5,во время технологического простоя работы
2019-10-06 17:00:00,2019-10-06 17:30:00,ЦСС,11,Транспортёр цепной отвода доски в накопители,,сбрасыватель,0.5,во время технологического простоя 5-го накопительного кармана
2019-10-07 08:00:00,2019-10-07 08:30:00,ЛСБ,11,Лесотранспортёр с двусторонней сброской 1,,замена,0.5,пальца крепления гидроцилиндра
2019-10-11 08:30:00,2019-10-11 08:45:00,ЦЛП R250,820,Подаватель досок PLC TongLoader,,замена,0.25,амортизатора резинового
2019-10-13 08:00:00,2019-10-13 11:00:00,ЛСБ,14,3 Маслостанция3 ЛТ-2,,замена,3.0,электроклапана
2019-10-13 08:00:00,2019-10-13 11:00:00,ЛСБ,14,3 Маслостанция3 ЛТ-2,,замена,3.0,насоса
2019-10-14 11:00:00,2019-10-14 11:25:00,ЦТГ,530,Система упаковки Big-Bag,,чистка,0.42,заслонки
